VIN,SERIAL_NUMBER,MODEL,FACTORY_PRODUCTION_LOCATION,ENGINE_TYPE,FUEL_TYPE,TRANSMISSION,CHASSIS_NUMBER,EMISSION_STANDARD,PRODUCTION_DATE,DELIVERY_DATE,FIRST_REGISTRATION_DATE,CURRENT_OWNER,MILEAGE,FUEL_CONSUMPTION,ACCIDENT_DATE,ACCIDENT_TYPE,REPAIR_COST,SERVICE_RECORDS,RECALL_STATUS,PREVIOUS_OWNERS,POWER_OUTPUT_KW,POWER_OUTPUT_PS
WBA00000000000133,SN220133,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050133,Zero Emission,2023-01-01,2023-01-12,2023-02-11,***MASKED***,74900,0.0,2023-08-24,Vandalism,5080.00,Up to date,,2,230,313
WBA00000000000051,SN150051,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050051,Zero Emission,2023-01-01,2023-02-01,2023-01-28,***MASKED***,197606,0.0,,,0.00,Up to date,,2,230,313
WBA00000000000208,SN230208,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050208,Zero Emission,2023-02-02,2023-03-14,2023-02-14,***MASKED***,77139,0.0,,,0.00,Up to date,Open,1,230,313
WBA00000000000251,SN180251,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050251,Zero Emission,2023-01-01,2023-01-15,2023-02-10,***MASKED***,86447,0.0,2025-07-24,Vandalism,1999.00,Up to date,Open,0,230,313
WBA00000000000105,SN190105,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050105,Zero Emission,2023-01-01,2023-01-18,2023-02-06,***MASKED***,71580,0.0,2024-01-10,Minor,4480.00,Up to date,,0,230,313
WBA00000000000022,SN160022,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050022,Zero Emission,2023-01-01,2023-01-08,2023-01-14,***MASKED***,100442,0.0,,,0.00,Up to date,Closed,0,230,313
WBA00000000000240,SN190240,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050240,Zero Emission,2023-01-01,2023-01-21,2023-02-23,***MASKED***,104564,0.0,,,0.00,Partial,,1,230,313
WBA00000000000122,SN160122,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050122,Zero Emission,2023-01-01,2023-02-13,2023-01-26,***MASKED***,163182,0.0,,,0.00,Up to date,Closed,1,230,313
WBA00000000000129,SN190129,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050129,Zero Emission,2023-01-01,2023-01-11,2023-03-02,***MASKED***,17926,0.0,,,0.00,Up to date,,0,230,313
WBA00000000000220,SN180220,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050220,Zero Emission,2023-01-01,2023-01-27,2023-02-05,***MASKED***,208548,0.0,,,0.00,Up to date,,0,230,313
WBA00000000000027,SN170027,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050027,Zero Emission,2023-01-01,2023-02-02,2023-02-25,***MASKED***,138716,0.0,,,0.00,Partial,Closed,0,230,313
WBA00000000000264,SN160264,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050264,Zero Emission,2023-01-01,2023-02-14,2023-02-23,***MASKED***,100188,0.0,,,0.00,Up to date,Closed,3,230,313
WBA00000000000119,SN220119,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050119,EURO 6e-bis,2024-01-01,2024-01-11,2024-02-21,***MASKED***,113532,9.3,,,0.00,Partial,,1,293,398
WBA00000000000106,SN210106,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050106,EURO 6e-bis,2024-01-01,2024-02-06,2024-01-23,***MASKED***,67554,9.5,,,0.00,Up to date,Closed,2,293,398
WBA00000000000192,SN240192,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050192,EURO 6e-bis,2024-05-26,2024-07-10,2024-06-09,***MASKED***,11988,10.8,2025-01-06,Rear-end,2008.00,Up to date,Closed,1,293,398
WBA00000000000127,SN170127,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050127,EURO 6e-bis,2024-01-01,2024-01-13,2024-01-13,***MASKED***,165871,10.5,,,0.00,Up to date,,1,293,398
WBA00000000000159,SN210159,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050159,EURO 6e-bis,2024-01-01,2024-01-31,2024-02-10,***MASKED***,91144,10.7,,,0.00,Partial,Open,1,293,398
WBA00000000000045,SN230045,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050045,EURO 6e-bis,2024-01-01,2024-01-21,2024-02-08,***MASKED***,84555,8.1,,,0.00,Up to date,,1,293,398
WBA00000000000270,SN190270,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050270,EURO 6e-bis,2024-01-01,2024-01-22,2024-02-07,***MASKED***,49987,8.9,,,0.00,Partial,Open,1,293,398
WBA00000000000005,SN180005,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050005,EURO 6e-bis,2024-01-01,2024-02-03,2024-01-28,***MASKED***,145559,7.5,,,0.00,Up to date,Closed,2,293,398
WBA00000000000233,SN190233,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050233,EURO 6e-bis,2024-01-01,2024-01-26,2024-02-29,***MASKED***,116799,9.7,,,0.00,Up to date,,0,293,398
WBA00000000000239,SN160239,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050239,EURO 6e-bis,2024-01-01,2024-01-11,2024-02-20,***MASKED***,211195,10.0,,,0.00,Partial,,2,293,398
WBA00000000000118,SN210118,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050118,EURO 6e-bis,2024-01-01,2024-01-08,2024-02-29,***MASKED***,79650,8.7,,,0.00,Up to date,,0,293,398
WBA00000000000167,SN200167,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050167,EURO 6e-bis,2024-01-01,2024-02-01,2024-01-19,***MASKED***,49552,8.9,,,0.00,Partial,Open,1,293,398
WBA00000000000158,SN190158,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050158,EURO 6e-bis,2024-01-01,2024-01-14,2024-01-31,***MASKED***,60678,8.7,,,0.00,Up to date,Open,0,293,398
WBA00000000000004,SN210004,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050004,EURO 6e-bis,2024-01-01,2024-01-10,2024-01-26,***MASKED***,51694,10.1,,,0.00,Up to date,,0,293,398
WBA00000000000209,SN190209,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050209,EURO 6e-bis,2024-01-01,2024-01-29,2024-02-25,***MASKED***,80614,10.4,,,0.00,Up to date,Open,2,293,398
WBA00000000000293,SN250293,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050293,EURO 6e-bis,2025-11-03,2025-12-17,2025-11-21,***MASKED***,13474,8.3,2025-12-31,Minor,7710.00,Up to date,,1,293,398
WBA00000000000288,SN170288,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050288,Zero Emission,2021-01-01,2021-02-02,2021-02-28,***MASKED***,228782,0.0,,,0.00,Partial,Open,1,397,540
WBA00000000000072,SN170072,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050072,Zero Emission,2021-01-01,2021-01-23,2021-01-24,***MASKED***,137259,0.0,,,0.00,Up to date,Open,3,397,540
WBA00000000000024,SN170024,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050024,Zero Emission,2021-01-01,2021-02-09,2021-01-28,***MASKED***,174069,0.0,,,0.00,Up to date,,0,397,540
WBA00000000000113,SN160113,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050113,Zero Emission,2021-01-01,2021-01-28,2021-02-13,***MASKED***,60285,0.0,,,0.00,Partial,Open,3,397,540
WBA00000000000168,SN150168,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050168,Zero Emission,2021-01-01,2021-02-03,2021-01-12,***MASKED***,82030,0.0,,,0.00,Up to date,,0,397,540
WBA00000000000070,SN170070,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050070,Zero Emission,2021-01-01,2021-01-10,2021-01-13,***MASKED***,211152,0.0,2023-12-26,Rear-end,651.00,Up to date,,2,397,540
WBA00000000000078,SN240078,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050078,Zero Emission,2024-06-15,2024-07-26,2024-07-14,***MASKED***,7892,0.0,,,0.00,Partial,,1,397,540
WBA00000000000108,SN170108,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050108,Zero Emission,2021-01-01,2021-02-14,2021-02-28,***MASKED***,149468,0.0,,,0.00,Partial,,1,397,540
WBA00000000000021,SN210021,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050021,Zero Emission,2021-03-06,2021-03-13,2021-04-19,***MASKED***,42294,0.0,,,0.00,Partial,Open,1,397,540
WBA00000000000019,SN150019,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050019,Zero Emission,2021-01-01,2021-01-12,2021-01-19,***MASKED***,70527,0.0,2023-03-28,Collision,3417.00,Up to date,Open,3,397,540
WBA00000000000143,SN200143,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050143,Zero Emission,2021-01-01,2021-02-15,2021-01-16,***MASKED***,19899,0.0,,,0.00,Up to date,Open,0,397,540
WBA00000000000162,SN180162,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050162,Zero Emission,2021-01-01,2021-01-11,2021-02-13,***MASKED***,238403,0.0,,,0.00,Partial,,1,397,540
WBA00000000000238,SN190238,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050238,Zero Emission,2021-01-01,2021-01-08,2021-02-22,***MASKED***,82724,0.0,,,0.00,Up to date,Open,2,397,540
WBA00000000000087,SN170087,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050087,Zero Emission,2021-01-01,2021-02-07,2021-01-23,***MASKED***,164305,0.0,2023-11-23,Rear-end,4043.00,Up to date,Closed,1,397,540
WBA00000000000223,SN170223,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050223,Zero Emission,2021-01-01,2021-02-12,2021-01-24,***MASKED***,127166,0.0,2021-09-06,Collision,710.00,Up to date,,3,397,540
WBA00000000000003,SN170003,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050003,Zero Emission,2021-01-01,2021-02-05,2021-02-13,***MASKED***,126426,0.0,,,0.00,Up to date,Open,1,397,540
WBA00000000000292,SN180292,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050292,Zero Emission,2021-01-01,2021-01-28,2021-01-26,***MASKED***,105266,0.0,2023-11-25,Minor,3186.00,Up to date,Closed,2,397,540
WBA00000000000060,SN170060,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050060,Zero Emission,2021-01-01,2021-01-20,2021-02-13,***MASKED***,84633,0.0,,,0.00,Up to date,Open,3,397,540
WBA00000000000117,SN160117,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050117,Zero Emission,2021-01-01,2021-01-27,2021-02-01,***MASKED***,66560,0.0,,,0.00,Partial,,2,397,540
WBA00000000000157,SN220157,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050157,Zero Emission,2022-01-21,2022-02-08,2022-03-07,***MASKED***,119160,0.0,2025-09-09,Rear-end,1794.00,Partial,Closed,1,397,540
WBA00000000000237,SN230237,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050237,Zero Emission,2023-01-15,2023-02-03,2023-02-14,***MASKED***,119228,0.0,,,0.00,Up to date,Open,0,397,540
WBA00000000000002,SN150002,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050002,Zero Emission,2021-01-01,2021-01-15,2021-02-17,***MASKED***,73913,0.0,,,0.00,Up to date,,0,397,540
WBA00000000000189,SN230189,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050189,Zero Emission,2023-08-16,2023-08-28,2023-10-11,***MASKED***,10658,0.0,,,0.00,Up to date,Open,1,397,540
WBA00000000000052,SN200052,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050052,Zero Emission,2021-01-01,2021-01-17,2021-01-22,***MASKED***,110203,0.0,,,0.00,Partial,,1,400,544
WBA00000000000185,SN210185,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050185,Zero Emission,2021-05-03,2021-05-21,2021-06-27,***MASKED***,68285,0.0,2022-08-05,Collision,7723.00,Up to date,,0,400,544
WBA00000000000088,SN160088,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050088,Zero Emission,2021-01-01,2021-01-09,2021-01-19,***MASKED***,144134,0.0,,,0.00,Up to date,Closed,1,400,544
WBA00000000000028,SN180028,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050028,Zero Emission,2021-01-01,2021-02-14,2021-02-11,***MASKED***,70741,0.0,,,0.00,Partial,,1,400,544
WBA00000000000252,SN150252,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050252,Zero Emission,2021-01-01,2021-01-24,2021-02-26,***MASKED***,146525,0.0,2022-02-04,Minor,4348.00,Up to date,Open,1,400,544
WBA00000000000255,SN170255,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050255,Zero Emission,2021-01-01,2021-01-16,2021-01-19,***MASKED***,232042,0.0,,,0.00,Up to date,Open,3,400,544
WBA00000000000057,SN210057,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050057,Zero Emission,2021-09-01,2021-09-16,2021-10-09,***MASKED***,119280,0.0,,,0.00,Up to date,,2,400,544
WBA00000000000111,SN160111,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050111,Zero Emission,2021-01-01,2021-02-08,2021-02-07,***MASKED***,214667,0.0,,,0.00,Up to date,,1,400,544
WBA00000000000147,SN230147,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050147,Zero Emission,2023-05-08,2023-06-18,2023-06-22,***MASKED***,76191,0.0,,,0.00,Up to date,,0,400,544
WBA00000000000138,SN250138,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050138,Zero Emission,2025-07-14,2025-08-03,2025-09-02,***MASKED***,5960,0.0,,,0.00,Up to date,,1,400,544
WBA00000000000151,SN160151,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050151,Zero Emission,2021-01-01,2021-02-08,2021-02-04,***MASKED***,186540,0.0,,,0.00,Partial,,3,400,544
WBA00000000000287,SN200287,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050287,Zero Emission,2021-01-01,2021-02-15,2021-02-07,***MASKED***,63603,0.0,,,0.00,Up to date,,0,400,544
WBA00000000000090,SN180090,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050090,Zero Emission,2021-01-01,2021-01-25,2021-02-24,***MASKED***,234794,0.0,,,0.00,Partial,Open,1,400,544
WBA00000000000074,SN210074,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050074,Zero Emission,2021-07-22,2021-08-06,2021-09-13,***MASKED***,95748,0.0,,,0.00,Partial,,1,400,544
WBA00000000000247,SN220247,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050247,Zero Emission,2022-08-15,2022-08-27,2022-10-02,***MASKED***,51561,0.0,2023-07-10,Collision,4252.00,Up to date,,0,400,544
WBA00000000000006,SN190006,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050006,Zero Emission,2021-01-01,2021-01-12,2021-02-15,***MASKED***,68119,0.0,,,0.00,Up to date,Closed,0,400,544
WBA00000000000086,SN230086,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050086,Zero Emission,2023-03-17,2023-04-11,2023-04-25,***MASKED***,114803,0.0,,,0.00,Partial,,1,400,544
WBA00000000000034,SN170034,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050034,Zero Emission,2021-01-01,2021-02-07,2021-01-12,***MASKED***,81269,0.0,,,0.00,Up to date,,3,400,544
WBA00000000000064,SN220064,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050064,Zero Emission,2022-04-04,2022-04-11,2022-04-21,***MASKED***,112826,0.0,,,0.00,Up to date,Closed,2,400,544
WBA00000000000152,SN160152,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050152,Zero Emission,2021-01-01,2021-01-20,2021-01-12,***MASKED***,197962,0.0,,,0.00,Up to date,,1,400,544
WBA00000000000207,SN250207,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050207,Zero Emission,2025-06-12,2025-07-17,2025-07-15,***MASKED***,1696,0.0,,,0.00,Partial,Closed,1,400,544
WBA00000000000263,SN220263,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050263,Zero Emission,2022-09-25,2022-10-08,2022-10-08,***MASKED***,38558,0.0,,,0.00,Partial,Open,1,400,544
WBA00000000000228,SN220228,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050228,Zero Emission,2022-09-27,2022-10-26,2022-11-10,***MASKED***,33357,0.0,,,0.00,Partial,,1,400,544
WBA00000000000047,SN200047,i5 eDrive40 (G60),Dingolfing,Single-motor electric (Gen5),Electric,Automatic,CH0000050047,Zero Emission,2023-01-01,2023-01-25,2023-01-26,***MASKED***,114742,0.0,,,0.00,Up to date,,2,250,340
WBA00000000000236,SN170236,i5 eDrive40 (G60),Dingolfing,Single-motor electric (Gen5),Electric,Automatic,CH0000050236,Zero Emission,2023-01-01,2023-01-14,2023-02-23,***MASKED***,228090,0.0,,,0.00,Up to date,Closed,0,250,340
WBA00000000000139,SN160139,i5 eDrive40 (G60),Dingolfing,Single-motor electric (Gen5),Electric,Automatic,CH0000050139,Zero Emission,2023-01-01,2023-01-27,2023-01-31,***MASKED***,96802,0.0,,,0.00,Up to date,Closed,0,250,340
WBA00000000000200,SN180200,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050200,Zero Emission,2023-01-01,2023-01-16,2023-01-21,***MASKED***,203638,0.0,,,0.00,Up to date,,2,485,660
WBA00000000000164,SN180164,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050164,Zero Emission,2023-01-01,2023-01-23,2023-01-26,***MASKED***,70475,0.0,2023-11-20,Rear-end,7355.00,Up to date,Open,0,485,660
WBA00000000000221,SN160221,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050221,Zero Emission,2023-01-01,2023-02-07,2023-01-22,***MASKED***,85329,0.0,,,0.00,Up to date,,1,485,660
WBA00000000000098,SN190098,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050098,Zero Emission,2023-01-01,2023-01-27,2023-02-01,***MASKED***,38423,0.0,,,0.00,Partial,Open,1,485,660
WBA00000000000036,SN200036,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050036,Zero Emission,2023-01-01,2023-01-28,2023-01-24,***MASKED***,115729,0.0,,,0.00,Up to date,,0,485,660
WBA00000000000291,SN180291,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050291,Zero Emission,2023-01-01,2023-02-15,2023-01-31,***MASKED***,123233,0.0,,,0.00,Partial,Closed,1,485,660
WBA00000000000130,SN170130,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050130,Zero Emission,2023-01-01,2023-02-12,2023-01-19,***MASKED***,143162,0.0,,,0.00,Up to date,,0,485,660
WBA00000000000116,SN230116,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050116,Zero Emission,2023-10-26,2023-12-01,2023-11-25,***MASKED***,57930,0.0,2025-12-31,Vandalism,4481.00,Up to date,,0,485,660
WBA00000000000033,SN210033,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050033,EURO 6e-bis,2024-01-01,2024-01-18,2024-02-26,***MASKED***,57629,6.9,,,0.00,Partial,,1,293,398
WBA00000000000156,SN240156,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050156,EURO 6e-bis,2024-02-01,2024-02-16,2024-02-29,***MASKED***,7176,10.4,,,0.00,Partial,,1,293,398
WBA00000000000174,SN160174,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050174,EURO 6e-bis,2024-01-01,2024-02-11,2024-01-24,***MASKED***,98411,9.7,2025-01-22,Collision,2011.00,Up to date,,3,293,398
WBA00000000000234,SN220234,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050234,EURO 6e-bis,2024-01-01,2024-02-08,2024-01-12,***MASKED***,105265,8.2,,,0.00,Partial,,1,293,398
WBA00000000000048,SN220048,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050048,Zero Emission,2022-11-06,2022-12-17,2022-12-16,***MASKED***,29506,0.0,,,0.00,Up to date,Open,2,397,540
WBA00000000000101,SN180101,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050101,Zero Emission,2021-01-01,2021-01-31,2021-01-31,***MASKED***,85730,0.0,,,0.00,Partial,,1,397,540
WBA00000000000294,SN250294,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050294,Zero Emission,2025-05-22,2025-06-29,2025-06-01,***MASKED***,11592,0.0,,,0.00,Partial,Open,1,397,540
WBA00000000000008,SN210008,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050008,Zero Emission,2021-07-14,2021-07-23,2021-08-23,***MASKED***,48881,0.0,,,0.00,Up to date,,2,397,540
WBA00000000000299,SN150299,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050299,EURO 6e-bis,2019-01-01,2019-01-31,2019-02-10,***MASKED***,224217,10.1,,,0.00,Partial,Open,3,190,258
WBA00000000000079,SN250079,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050079,EURO 6e-bis,2025-05-17,2025-06-23,2025-06-23,***MASKED***,10563,10.1,,,0.00,Up to date,,1,190,258
WBA00000000000141,SN240141,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050141,EURO 6e-bis,2024-05-01,2024-06-05,2024-06-12,***MASKED***,4704,11.4,,,0.00,Partial,,0,190,258
WBA00000000000278,SN220278,3 Series 330i (G21 LCI),Munich,I4 turbo (B48),Petrol,Automatic,CH0000050278,EURO 6e-bis,2022-08-10,2022-09-06,2022-09-30,***MASKED***,105521,6.8,,,0.00,Up to date,,2,190,258
WBA00000000000249,SN240249,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050249,Zero Emission,2024-03-16,2024-04-09,2024-05-03,***MASKED***,9792,0.0,2025-12-31,Collision,4317.00,Partial,Closed,0,400,544
WBA00000000000112,SN230112,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050112,Zero Emission,2023-02-14,2023-03-06,2023-03-08,***MASKED***,97994,0.0,,,0.00,Up to date,Open,0,400,544
WBA00000000000219,SN230219,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050219,Zero Emission,2023-04-07,2023-04-22,2023-05-22,***MASKED***,22837,0.0,,,0.00,Partial,Open,1,230,313
WBA00000000000114,SN220114,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050114,Zero Emission,2023-01-01,2023-01-13,2023-01-27,***MASKED***,79372,0.0,,,0.00,Partial,,1,230,313
WBA00000000000061,SN200061,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050061,Zero Emission,2023-01-01,2023-01-08,2023-01-22,***MASKED***,66363,0.0,2023-08-29,Rear-end,2795.00,Up to date,,2,230,313
WBA00000000000194,SN190194,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050194,Zero Emission,2023-01-01,2023-01-30,2023-03-01,***MASKED***,112406,0.0,,,0.00,Up to date,,0,230,313
WBA00000000000121,SN180121,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050121,Zero Emission,2023-01-01,2023-01-18,2023-01-26,***MASKED***,216819,0.0,,,0.00,Up to date,Open,0,230,313
WBA00000000000091,SN200091,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050091,Zero Emission,2023-01-01,2023-02-09,2023-02-02,***MASKED***,72391,0.0,,,0.00,Partial,,1,230,313
WBA00000000000076,SN170076,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050076,Zero Emission,2023-01-01,2023-01-25,2023-01-21,***MASKED***,183340,0.0,,,0.00,Up to date,,0,230,313
WBA00000000000165,SN150165,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050165,EURO 6e-bis,2023-01-01,2023-01-30,2023-02-02,***MASKED***,66965,5.6,,,0.00,Up to date,Closed,2,360,489
WBA00000000000216,SN240216,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050216,EURO 6e-bis,2024-11-19,2024-12-19,2024-12-26,***MASKED***,13064,6.5,,,0.00,Up to date,,1,360,489
WBA00000000000066,SN170066,X5 M60e (G05 LCI),Spartanburg,I6 + e-motor PHEV (Gen5),Hybrid,Automatic,CH0000050066,EURO 6e-bis,2023-01-01,2023-02-10,2023-02-11,***MASKED***,102314,5.2,2024-02-01,Minor,7397.00,Partial,,3,360,489
