service_event_id,vin,service_date,service_type,service_centre,service_cost,warranty,notes
14147,WBA00000000000231,2025-08-08,Annual Service,BMW New York Service,0.00,TRUE,Notes: software update
14148,WBA00000000000284,2021-09-18,Oil Service,BMW Cologne Service,110.00,FALSE,Notes: software update
14149,WBA00000000000208,2025-02-01,Oil Service,BMW Hamburg Service,639.00,FALSE,Notes: inspection
14150,WBA00000000000163,2024-03-24,Brake Service,BMW Spartanburg Service,239.00,FALSE,Notes: routine
14151,WBA00000000000157,2023-02-08,Annual Service,BMW Munich Service,0.00,TRUE,Notes: routine
14152,WBA00000000000295,2018-07-17,Battery Service,BMW Guadalajara Service,296.00,FALSE,Notes: software update
14153,WBA00000000000074,2022-12-16,Inspection,BMW Cologne Service,1138.00,FALSE,Notes: inspection
14154,WBA00000000000039,2022-03-05,Annual Service,BMW Los Angeles Service,497.00,FALSE,Notes: routine
14155,WBA00000000000289,2024-05-24,Inspection,BMW Berlin Service,0.00,TRUE,Notes: routine
14156,WBA00000000000115,2025-12-31,Oil Service,BMW Leipzig Service,773.00,FALSE,Notes: software update
14157,WBA00000000000198,2022-03-22,Inspection,BMW San Luis Potosí Service,0.00,TRUE,Notes: inspection
14158,WBA00000000000210,2021-04-23,Battery Service,BMW Chicago Service,0.00,TRUE,Notes: software update
14159,WBA00000000000252,2016-06-16,Brake Service,BMW Cologne Service,81.00,FALSE,Notes: routine
14160,WBA00000000000015,2021-06-08,Oil Service,BMW Cologne Service,696.00,FALSE,Notes: routine
14161,WBA00000000000263,2024-06-18,Inspection,BMW Leipzig Service,890.00,FALSE,Notes: inspection
14162,WBA00000000000291,2020-03-26,Inspection,BMW Stuttgart Service,0.00,TRUE,Notes: routine
14163,WBA00000000000136,2025-06-23,Annual Service,BMW Los Angeles Service,1196.00,FALSE,Notes: routine
14164,WBA00000000000034,2018-06-16,Oil Service,BMW Hamburg Service,0.00,TRUE,Notes: routine
14165,WBA00000000000050,2024-08-20,Battery Service,BMW Hamburg Service,0.00,TRUE,Notes: inspection
14166,WBA00000000000250,2017-07-02,Oil Service,BMW Regensburg Service,549.00,FALSE,Notes: software update
14167,WBA00000000000187,2021-11-17,Annual Service,BMW Mexico City Service,1194.00,FALSE,Notes: routine
14168,WBA00000000000001,2018-02-06,Oil Service,BMW Berlin Service,130.00,FALSE,Notes: routine
14169,WBA00000000000108,2020-01-24,Battery Service,BMW Munich Service,0.00,TRUE,Notes: software update
13447,WBA00000000000206,2025-12-31,Annual Service,BMW San Luis Potosí Service,0.00,TRUE,Notes: software update
13448,WBA00000000000081,2018-06-26,Inspection,BMW Stuttgart Service,0.00,TRUE,Notes: software update
13449,WBA00000000000274,2025-12-31,Annual Service,BMW Frankfurt Service,334.00,FALSE,Notes: inspection
13450,WBA00000000000038,2018-05-15,Battery Service,BMW New York Service,232.00,FALSE,Notes: inspection
13451,WBA00000000000112,2023-07-16,Annual Service,BMW Cologne Service,844.00,FALSE,Notes: routine
13452,WBA00000000000107,2019-09-18,Brake Service,BMW Munich Service,855.00,FALSE,Notes: routine
13453,WBA00000000000177,2017-06-09,Annual Service,BMW Cologne Service,741.00,FALSE,Notes: software update
13454,WBA00000000000149,2025-04-09,Annual Service,BMW Leipzig Service,610.00,FALSE,Notes: software update
13455,WBA00000000000276,2025-03-08,Inspection,BMW Berlin Service,282.00,FALSE,Notes: routine
13456,WBA00000000000036,2021-03-21,Brake Service,BMW Cologne Service,1081.00,FALSE,Notes: inspection
13457,WBA00000000000047,2022-06-03,Brake Service,BMW Stuttgart Service,1097.00,FALSE,Notes: software update
13458,WBA00000000000181,2025-12-31,Battery Service,BMW Monterrey Service,1010.00,FALSE,Notes: routine
13459,WBA00000000000293,2025-12-31,Brake Service,BMW New York Service,1032.00,FALSE,Notes: software update
13460,WBA00000000000163,2022-03-07,Battery Service,BMW New York Service,541.00,FALSE,Notes: inspection
13461,WBA00000000000003,2017-09-10,Battery Service,BMW Stuttgart Service,330.00,FALSE,Notes: routine
13462,WBA00000000000215,2019-05-29,Annual Service,BMW Chicago Service,0.00,TRUE,Notes: software update
13463,WBA00000000000034,2017-10-09,Inspection,BMW Cologne Service,894.00,FALSE,Notes: inspection
13464,WBA00000000000193,2024-02-04,Oil Service,BMW Chicago Service,650.00,FALSE,Notes: inspection
13577,WBA00000000000254,2020-05-11,Inspection,BMW Los Angeles Service,486.00,FALSE,Notes: inspection
13578,WBA00000000000271,2018-11-18,Inspection,BMW Dallas Service,973.00,FALSE,Notes: software update
13579,WBA00000000000058,2018-03-22,Brake Service,BMW Leipzig Service,843.00,FALSE,Notes: inspection
13580,WBA00000000000094,2020-09-17,Brake Service,BMW Frankfurt Service,1042.00,FALSE,Notes: software update
13581,WBA00000000000136,2025-09-29,Oil Service,BMW Los Angeles Service,0.00,TRUE,Notes: software update
13582,WBA00000000000217,2025-05-25,Inspection,BMW Berlin Service,336.00,FALSE,Notes: routine
13583,WBA00000000000145,2023-05-28,Inspection,BMW Dallas Service,579.00,FALSE,Notes: software update
13584,WBA00000000000131,2025-02-23,Brake Service,BMW Leipzig Service,124.00,FALSE,Notes: routine
13585,WBA00000000000229,2017-04-10,Inspection,BMW Stuttgart Service,391.00,FALSE,Notes: routine
13586,WBA00000000000123,2019-04-18,Oil Service,BMW Munich Service,0.00,TRUE,Notes: inspection
13587,WBA00000000000149,2024-10-30,Annual Service,BMW Regensburg Service,1127.00,FALSE,Notes: routine
13588,WBA00000000000010,2023-05-06,Oil Service,BMW Guadalajara Service,0.00,TRUE,Notes: software update
13664,WBA00000000000070,2019-08-12,Oil Service,BMW Cologne Service,230.00,FALSE,Notes: inspection
13665,WBA00000000000164,2019-03-15,Inspection,BMW Frankfurt Service,543.00,FALSE,Notes: inspection
13666,WBA00000000000102,2018-05-20,Annual Service,BMW San Luis Potosí Service,503.00,FALSE,Notes: routine
13667,WBA00000000000039,2020-10-20,Brake Service,BMW New York Service,1116.00,FALSE,Notes: routine
13668,WBA00000000000113,2018-05-29,Brake Service,BMW Cologne Service,0.00,TRUE,Notes: inspection
13669,WBA00000000000020,2017-09-01,Inspection,BMW Dallas Service,105.00,FALSE,Notes: routine
13670,WBA00000000000125,2022-11-27,Battery Service,BMW Dallas Service,666.00,FALSE,Notes: inspection
13671,WBA00000000000042,2024-06-19,Oil Service,BMW Mexico City Service,255.00,FALSE,Notes: routine
13672,WBA00000000000095,2020-09-11,Battery Service,BMW Frankfurt Service,0.00,TRUE,Notes: software update
13673,WBA00000000000172,2025-12-31,Brake Service,BMW Hamburg Service,782.00,FALSE,Notes: inspection
13674,WBA00000000000141,2025-12-31,Annual Service,BMW Regensburg Service,877.00,FALSE,Notes: software update
13675,WBA00000000000104,2023-05-16,Annual Service,BMW Spartanburg Service,899.00,FALSE,Notes: inspection
13676,WBA00000000000216,2025-12-31,Brake Service,BMW Miami Service,589.00,FALSE,Notes: software update
13677,WBA00000000000074,2022-05-07,Battery Service,BMW Cologne Service,236.00,FALSE,Notes: software update
13678,WBA00000000000283,2019-11-14,Brake Service,BMW Chicago Service,994.00,FALSE,Notes: inspection
13679,WBA00000000000212,2023-01-05,Annual Service,BMW Hamburg Service,0.00,TRUE,Notes: inspection
13722,WBA00000000000010,2024-02-16,Annual Service,BMW Monterrey Service,785.00,FALSE,Notes: inspection
13723,WBA00000000000274,2025-12-31,Annual Service,BMW Munich Service,0.00,TRUE,Notes: software update
13724,WBA00000000000197,2024-01-27,Oil Service,BMW Guadalajara Service,709.00,FALSE,Notes: inspection
13725,WBA00000000000015,2021-05-01,Oil Service,BMW Frankfurt Service,0.00,TRUE,Notes: inspection
13726,WBA00000000000230,2022-06-14,Battery Service,BMW Regensburg Service,1177.00,FALSE,Notes: software update
13727,WBA00000000000188,2016-09-11,Battery Service,BMW New York Service,137.00,FALSE,Notes: software update
13728,WBA00000000000235,2021-06-18,Inspection,BMW Mexico City Service,667.00,FALSE,Notes: software update
13729,WBA00000000000204,2022-06-09,Oil Service,BMW Regensburg Service,0.00,TRUE,Notes: software update
13730,WBA00000000000009,2023-06-11,Annual Service,BMW Munich Service,903.00,FALSE,Notes: inspection
13872,WBA00000000000061,2021-01-14,Oil Service,BMW Stuttgart Service,447.00,FALSE,Notes: inspection
13873,WBA00000000000070,2020-03-26,Oil Service,BMW Berlin Service,527.00,FALSE,Notes: inspection
13874,WBA00000000000123,2018-02-17,Inspection,BMW Hamburg Service,1128.00,FALSE,Notes: inspection
13875,WBA00000000000149,2024-01-26,Battery Service,BMW Cologne Service,1042.00,FALSE,Notes: inspection
13876,WBA00000000000036,2021-07-06,Brake Service,BMW Regensburg Service,474.00,FALSE,Notes: routine
13877,WBA00000000000225,2025-12-31,Brake Service,BMW Cologne Service,513.00,FALSE,Notes: software update
13878,WBA00000000000213,2025-12-31,Brake Service,BMW Frankfurt Service,401.00,FALSE,Notes: software update
13879,WBA00000000000239,2017-06-25,Annual Service,BMW Dallas Service,949.00,FALSE,Notes: routine
13880,WBA00000000000008,2023-04-03,Oil Service,BMW Stuttgart Service,0.00,TRUE,Notes: inspection
13881,WBA00000000000183,2024-10-04,Brake Service,BMW Berlin Service,434.00,FALSE,Notes: routine
13882,WBA00000000000165,2016-08-03,Inspection,BMW Los Angeles Service,856.00,FALSE,Notes: inspection
13883,WBA00000000000120,2023-07-12,Annual Service,BMW Hamburg Service,937.00,FALSE,Notes: inspection
13884,WBA00000000000176,2020-04-29,Oil Service,BMW Frankfurt Service,970.00,FALSE,Notes: inspection
13885,WBA00000000000009,2022-08-22,Inspection,BMW Berlin Service,0.00,TRUE,Notes: routine
13950,WBA00000000000001,2017-10-06,Oil Service,BMW Hamburg Service,766.00,FALSE,Notes: inspection
13951,WBA00000000000169,2024-03-06,Inspection,BMW Monterrey Service,98.00,FALSE,Notes: inspection
13952,WBA00000000000266,2017-06-26,Brake Service,BMW Munich Service,1100.00,FALSE,Notes: inspection
13953,WBA00000000000028,2020-11-29,Annual Service,BMW Berlin Service,112.00,FALSE,Notes: software update
13954,WBA00000000000219,2023-09-07,Inspection,BMW Cologne Service,1196.00,FALSE,Notes: routine
13955,WBA00000000000212,2022-03-27,Annual Service,BMW Munich Service,0.00,TRUE,Notes: software update
13956,WBA00000000000118,2023-02-24,Inspection,BMW Spartanburg Service,0.00,TRUE,Notes: software update
13957,WBA00000000000277,2025-12-31,Oil Service,BMW Berlin Service,826.00,FALSE,Notes: software update
13958,WBA00000000000106,2023-05-10,Brake Service,BMW New York Service,0.00,TRUE,Notes: routine
13959,WBA00000000000022,2016-12-24,Battery Service,BMW Frankfurt Service,152.00,FALSE,Notes: software update
13960,WBA00000000000173,2023-04-18,Oil Service,BMW Monterrey Service,292.00,FALSE,Notes: software update
13961,WBA00000000000185,2021-12-24,Oil Service,BMW Munich Service,156.00,FALSE,Notes: routine
14022,WBA00000000000075,2024-01-25,Inspection,BMW Dallas Service,0.00,TRUE,Notes: inspection
14023,WBA00000000000108,2019-11-27,Battery Service,BMW Munich Service,667.00,FALSE,Notes: inspection
14024,WBA00000000000242,2021-05-02,Brake Service,BMW Chicago Service,578.00,FALSE,Notes: routine
14025,WBA00000000000238,2020-05-24,Inspection,BMW Cologne Service,0.00,TRUE,Notes: software update
14026,WBA00000000000046,2025-12-31,Inspection,BMW Miami Service,152.00,FALSE,Notes: software update
14027,WBA00000000000008,2023-09-18,Battery Service,BMW Hamburg Service,285.00,FALSE,Notes: software update
14028,WBA00000000000011,2023-11-01,Annual Service,BMW Guadalajara Service,94.00,FALSE,Notes: routine
14029,WBA00000000000176,2020-03-28,Oil Service,BMW Munich Service,91.00,FALSE,Notes: inspection
14030,WBA00000000000244,2018-10-19,Inspection,BMW Munich Service,0.00,TRUE,Notes: software update
14031,WBA00000000000094,2021-06-16,Brake Service,BMW Cologne Service,139.00,FALSE,Notes: software update
14032,WBA00000000000259,2024-06-10,Battery Service,BMW Stuttgart Service,264.00,FALSE,Notes: software update
14033,WBA00000000000217,2024-07-14,Annual Service,BMW Leipzig Service,737.00,FALSE,Notes: routine
14082,WBA00000000000226,2025-03-20,Annual Service,BMW Munich Service,243.00,FALSE,Notes: inspection
14083,WBA00000000000062,2016-12-24,Oil Service,BMW Mexico City Service,543.00,FALSE,Notes: inspection
14084,WBA00000000000088,2017-09-18,Oil Service,BMW Munich Service,1188.00,FALSE,Notes: software update
14085,WBA00000000000196,2025-12-31,Inspection,BMW Dallas Service,0.00,TRUE,Notes: inspection
14086,WBA00000000000058,2019-07-24,Inspection,BMW Regensburg Service,1186.00,FALSE,Notes: routine
14087,WBA00000000000002,2016-06-14,Annual Service,BMW Regensburg Service,592.00,FALSE,Notes: routine
14088,WBA00000000000186,2018-05-24,Inspection,BMW Berlin Service,503.00,FALSE,Notes: routine
14089,WBA00000000000144,2020-05-24,Oil Service,BMW Miami Service,369.00,FALSE,Notes: routine
14090,WBA00000000000037,2018-06-10,Annual Service,BMW Cologne Service,1155.00,FALSE,Notes: inspection
13428,WBA00000000000005,2019-09-04,Oil Service,BMW Dallas Service,525.00,FALSE,Notes: routine
13429,WBA00000000000263,2025-02-03,Battery Service,BMW Munich Service,690.00,FALSE,Notes: inspection
13430,WBA00000000000093,2021-04-12,Battery Service,BMW Dallas Service,175.00,FALSE,Notes: software update
13431,WBA00000000000148,2025-02-05,Brake Service,BMW Hamburg Service,829.00,FALSE,Notes: routine
13432,WBA00000000000017,2025-10-02,Brake Service,BMW Leipzig Service,940.00,FALSE,Notes: routine
13433,WBA00000000000078,2025-11-26,Oil Service,BMW Stuttgart Service,568.00,FALSE,Notes: software update
13434,WBA00000000000253,2022-06-15,Annual Service,BMW Monterrey Service,581.00,FALSE,Notes: inspection
13435,WBA00000000000212,2022-07-05,Inspection,BMW Cologne Service,641.00,FALSE,Notes: routine
13436,WBA00000000000172,2025-12-31,Battery Service,BMW Berlin Service,771.00,FALSE,Notes: software update
13437,WBA00000000000222,2020-03-01,Brake Service,BMW Dallas Service,238.00,FALSE,Notes: routine
13438,WBA00000000000274,2025-12-31,Annual Service,BMW Regensburg Service,0.00,TRUE,Notes: inspection
13439,WBA00000000000295,2018-03-05,Annual Service,BMW Guadalajara Service,526.00,FALSE,Notes: routine
13440,WBA00000000000248,2024-03-07,Battery Service,BMW Berlin Service,208.00,FALSE,Notes: inspection
13589,WBA00000000000111,2016-11-07,Oil Service,BMW Berlin Service,824.00,FALSE,Notes: routine
13590,WBA00000000000218,2017-11-25,Inspection,BMW Cologne Service,388.00,FALSE,Notes: inspection
13591,WBA00000000000134,2019-07-27,Brake Service,BMW Berlin Service,315.00,FALSE,Notes: software update
13592,WBA00000000000104,2022-08-27,Brake Service,BMW Chicago Service,0.00,TRUE,Notes: inspection
13593,WBA00000000000204,2022-06-18,Battery Service,BMW Leipzig Service,1169.00,FALSE,Notes: inspection
13594,WBA00000000000048,2024-02-26,Annual Service,BMW Stuttgart Service,919.00,FALSE,Notes: routine
13595,WBA00000000000023,2022-02-14,Annual Service,BMW Leipzig Service,115.00,FALSE,Notes: routine
13596,WBA00000000000250,2017-08-16,Annual Service,BMW Munich Service,971.00,FALSE,Notes: routine
13597,WBA00000000000080,2025-05-03,Battery Service,BMW Los Angeles Service,0.00,TRUE,Notes: inspection
13598,WBA00000000000290,2019-09-06,Oil Service,BMW Spartanburg Service,0.00,TRUE,Notes: routine
13599,WBA00000000000073,2021-08-01,Inspection,BMW Stuttgart Service,697.00,FALSE,Notes: inspection
13600,WBA00000000000091,2020-10-31,Inspection,BMW Berlin Service,0.00,TRUE,Notes: inspection
13601,WBA00000000000061,2021-03-16,Battery Service,BMW Cologne Service,0.00,TRUE,Notes: inspection
13602,WBA00000000000167,2022-08-19,Inspection,BMW Los Angeles Service,673.00,FALSE,Notes: routine
13698,WBA00000000000067,2019-08-07,Brake Service,BMW Cologne Service,169.00,FALSE,Notes: inspection
13699,WBA00000000000288,2018-01-18,Inspection,BMW Stuttgart Service,0.00,TRUE,Notes: routine
13700,WBA00000000000011,2021-06-21,Battery Service,BMW Monterrey Service,1190.00,FALSE,Notes: software update
13701,WBA00000000000272,2022-06-23,Battery Service,BMW Los Angeles Service,1086.00,FALSE,Notes: software update
13702,WBA00000000000298,2025-05-04,Battery Service,BMW Cologne Service,1001.00,FALSE,Notes: inspection
13703,WBA00000000000295,2019-07-21,Battery Service,BMW Guadalajara Service,0.00,TRUE,Notes: inspection
13704,WBA00000000000274,2025-12-31,Inspection,BMW Frankfurt Service,167.00,FALSE,Notes: inspection
13705,WBA00000000000164,2019-12-19,Battery Service,BMW Munich Service,708.00,FALSE,Notes: inspection
13706,WBA00000000000257,2021-05-23,Brake Service,BMW Hamburg Service,0.00,TRUE,Notes: inspection
13707,WBA00000000000078,2025-12-31,Brake Service,BMW Cologne Service,0.00,TRUE,Notes: software update
13708,WBA00000000000137,2021-09-10,Brake Service,BMW San Luis Potosí Service,723.00,FALSE,Notes: software update
13886,WBA00000000000024,2018-12-23,Oil Service,BMW Leipzig Service,330.00,FALSE,Notes: software update
13887,WBA00000000000016,2016-12-30,Annual Service,BMW Spartanburg Service,842.00,FALSE,Notes: inspection
13888,WBA00000000000017,2025-07-29,Inspection,BMW Munich Service,529.00,FALSE,Notes: software update
13889,WBA00000000000161,2015-11-07,Annual Service,BMW Regensburg Service,1126.00,FALSE,Notes: software update
13890,WBA00000000000245,2023-01-09,Inspection,BMW Mexico City Service,555.00,FALSE,Notes: software update
13891,WBA00000000000261,2021-01-22,Oil Service,BMW Miami Service,0.00,TRUE,Notes: inspection
13892,WBA00000000000226,2025-01-14,Inspection,BMW Hamburg Service,174.00,FALSE,Notes: software update
13893,WBA00000000000266,2017-12-23,Oil Service,BMW Hamburg Service,1198.00,FALSE,Notes: software update
13894,WBA00000000000147,2025-10-08,Oil Service,BMW Cologne Service,123.00,FALSE,Notes: software update
13895,WBA00000000000189,2024-03-21,Battery Service,BMW Berlin Service,872.00,FALSE,Notes: software update
13896,WBA00000000000191,2020-11-02,Battery Service,BMW Hamburg Service,0.00,TRUE,Notes: inspection
13897,WBA00000000000184,2024-03-22,Inspection,BMW Leipzig Service,452.00,FALSE,Notes: software update
13898,WBA00000000000115,2025-12-31,Annual Service,BMW Regensburg Service,0.00,TRUE,Notes: inspection
13899,WBA00000000000083,2021-04-13,Inspection,BMW New York Service,312.00,FALSE,Notes: routine
13900,WBA00000000000251,2019-03-22,Oil Service,BMW Frankfurt Service,161.00,FALSE,Notes: routine
13901,WBA00000000000214,2016-02-29,Brake Service,BMW Stuttgart Service,835.00,FALSE,Notes: software update
13902,WBA00000000000040,2018-06-24,Brake Service,BMW Cologne Service,530.00,FALSE,Notes: routine
13903,WBA00000000000176,2018-07-07,Brake Service,BMW Stuttgart Service,0.00,TRUE,Notes: software update
13922,WBA00000000000069,2019-04-22,Inspection,BMW Frankfurt Service,0.00,TRUE,Notes: software update
13923,WBA00000000000084,2021-11-12,Inspection,BMW Cologne Service,586.00,FALSE,Notes: software update
13924,WBA00000000000268,2025-12-31,Oil Service,BMW Monterrey Service,897.00,FALSE,Notes: routine
13925,WBA00000000000146,2017-03-02,Annual Service,BMW Hamburg Service,988.00,FALSE,Notes: inspection
13926,WBA00000000000027,2018-07-11,Battery Service,BMW Berlin Service,589.00,FALSE,Notes: routine
13927,WBA00000000000055,2023-07-16,Battery Service,BMW Spartanburg Service,0.00,TRUE,Notes: routine
13928,WBA00000000000179,2025-07-07,Inspection,BMW Stuttgart Service,0.00,TRUE,Notes: software update
13929,WBA00000000000029,2025-12-27,Battery Service,BMW Leipzig Service,0.00,TRUE,Notes: routine
13930,WBA00000000000026,2022-10-22,Battery Service,BMW Munich Service,1198.00,FALSE,Notes: software update
13931,WBA00000000000201,2025-12-31,Brake Service,BMW Miami Service,722.00,FALSE,Notes: inspection
13981,WBA00000000000287,2023-02-24,Battery Service,BMW Frankfurt Service,738.00,FALSE,Notes: inspection
13982,WBA00000000000012,2021-09-05,Battery Service,BMW Spartanburg Service,0.00,TRUE,Notes: routine
13983,WBA00000000000206,2025-12-31,Oil Service,BMW Guadalajara Service,706.00,FALSE,Notes: inspection
13984,WBA00000000000234,2024-10-14,Battery Service,BMW Chicago Service,152.00,FALSE,Notes: inspection
14053,WBA00000000000293,2025-12-31,Oil Service,BMW Chicago Service,0.00,TRUE,Notes: inspection
14054,WBA00000000000163,2021-12-23,Inspection,BMW Los Angeles Service,0.00,TRUE,Notes: routine
14055,WBA00000000000089,2019-09-06,Oil Service,BMW San Luis Potosí Service,713.00,FALSE,Notes: inspection
14056,WBA00000000000202,2025-12-31,Battery Service,BMW Cologne Service,889.00,FALSE,Notes: routine
14057,WBA00000000000192,2025-04-27,Battery Service,BMW Miami Service,837.00,FALSE,Notes: software update
14058,WBA00000000000128,2019-11-29,Oil Service,BMW Miami Service,0.00,TRUE,Notes: inspection
14059,WBA00000000000098,2020-02-18,Brake Service,BMW Berlin Service,190.00,FALSE,Notes: inspection
14060,WBA00000000000185,2023-07-22,Brake Service,BMW Cologne Service,684.00,FALSE,Notes: software update
14061,WBA00000000000132,2020-09-11,Inspection,BMW Hamburg Service,449.00,FALSE,Notes: software update
14062,WBA00000000000249,2025-12-31,Brake Service,BMW Regensburg Service,983.00,FALSE,Notes: routine
14063,WBA00000000000144,2020-07-26,Brake Service,BMW Dallas Service,0.00,TRUE,Notes: inspection
14064,WBA00000000000037,2018-01-13,Battery Service,BMW Cologne Service,362.00,FALSE,Notes: inspection
14065,WBA00000000000154,2025-12-31,Annual Service,BMW Frankfurt Service,132.00,FALSE,Notes: routine
14066,WBA00000000000105,2022-02-16,Battery Service,BMW Hamburg Service,793.00,FALSE,Notes: software update
14099,WBA00000000000217,2024-06-05,Annual Service,BMW Frankfurt Service,756.00,FALSE,Notes: inspection
14100,WBA00000000000042,2024-11-27,Oil Service,BMW Guadalajara Service,936.00,FALSE,Notes: routine
14101,WBA00000000000108,2019-07-15,Annual Service,BMW Cologne Service,0.00,TRUE,Notes: inspection
14102,WBA00000000000036,2023-05-06,Battery Service,BMW Stuttgart Service,229.00,FALSE,Notes: inspection
14103,WBA00000000000256,2024-01-22,Annual Service,BMW Cologne Service,279.00,FALSE,Notes: routine
14104,WBA00000000000279,2018-03-29,Annual Service,BMW Spartanburg Service,1036.00,FALSE,Notes: inspection
14105,WBA00000000000234,2023-08-02,Battery Service,BMW Dallas Service,0.00,TRUE,Notes: software update
14106,WBA00000000000127,2017-10-16,Brake Service,BMW New York Service,426.00,FALSE,Notes: inspection
14107,WBA00000000000151,2017-03-04,Brake Service,BMW Leipzig Service,498.00,FALSE,Notes: routine
14108,WBA00000000000268,2025-12-31,Annual Service,BMW Monterrey Service,739.00,FALSE,Notes: software update
14109,WBA00000000000034,2018-02-15,Brake Service,BMW Berlin Service,0.00,TRUE,Notes: software update
14110,WBA00000000000286,2022-02-08,Inspection,BMW New York Service,0.00,TRUE,Notes: inspection
14111,WBA00000000000005,2019-12-20,Brake Service,BMW Dallas Service,545.00,FALSE,Notes: software update
14112,WBA00000000000076,2019-07-02,Battery Service,BMW Cologne Service,203.00,FALSE,Notes: inspection
14501,RAWVIN001,2024-08-01,Inspection,Munich Center,250.00,TRUE,Initial inspection
14502,RAWVIN002,2025-01-20,Brake,Berlin Center,480.00,FALSE,Rear brake replacement
