vin,serial_number,model,factory,engine_type,fuel_type,transmission,chassis_number,emission_standard,production_date,delivery_date,first_registration_date,mileage,fuel_consumption,accident_date,accident_type,repair_cost,service_records,recall_status_raw,previous_owners,power_output_kw,power_output_ps,owner_id,region_code,owner_country,nearest_centre_id,distance_to_nearest_centre_km
WBA00000000000177,SN160177,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050177,Zero Emission,2023-01-01,2023-01-31,2023-01-14,87579,0.0,2023-12-04,Minor,5371.00,Up to date,Open,1,485,660,OWN-00186,EU-DE,DE,SC-FRA,165
WBA00000000000276,SN240276,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050276,Zero Emission,2024-10-10,2024-11-07,2024-11-17,8223,0.0,2025-12-31,Collision,2927.00,Partial,,1,485,660,OWN-00187,EU-WE,NL,SC-SPB,131
WBA00000000000217,SN230217,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050217,Zero Emission,2023-04-30,2023-05-13,2023-05-19,91508,0.0,,,0.00,Partial,,0,485,660,OWN-00188,EU-WE,IT,SC-LAX,159
WBA00000000000225,SN250225,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050225,Zero Emission,2025-04-13,2025-04-22,2025-05-26,3175,0.0,2025-12-31,Collision,4694.00,Up to date,Closed,0,485,660,OWN-00189,EU-WE,IT,SC-STU,220
WBA00000000000230,SN200230,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050230,Zero Emission,2023-01-01,2023-01-12,2023-02-12,20011,0.0,,,0.00,Partial,,1,485,660,OWN-00190,EU-DE,DE,SC-BER,70
WBA00000000000035,SN150035,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050035,Zero Emission,2023-01-01,2023-01-23,2023-02-16,135029,0.0,,,0.00,Partial,Closed,3,485,660,OWN-00191,EU-WE,BE,SC-MIA,179
WBA00000000000229,SN160229,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050229,Zero Emission,2023-01-01,2023-02-02,2023-02-25,149093,0.0,,,0.00,Up to date,,2,485,660,OWN-00192,EU-DE,DE,SC-BER,91
WBA00000000000023,SN200023,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050023,Zero Emission,2023-01-01,2023-01-17,2023-02-20,85609,0.0,2023-04-12,Minor,5665.00,Partial,,1,485,660,OWN-00193,EU-DE,DE,SC-LEI,212
WBA00000000000296,SN150296,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050296,Zero Emission,2023-01-01,2023-01-16,2023-02-19,86893,0.0,,,0.00,Up to date,,3,485,660,OWN-00194,EU-DE,DE,SC-FRA,150
WBA00000000000073,SN200073,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050073,Zero Emission,2023-01-01,2023-01-24,2023-02-25,84452,0.0,,,0.00,Partial,,1,485,660,OWN-00058,MX,MX,SC-MTY,214
WBA00000000000274,SN250274,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050274,Zero Emission,2025-07-28,2025-09-10,2025-09-26,2841,0.0,,,0.00,Up to date,,1,485,660,OWN-00121,EU-DE,DE,SC-FRA,178
WBA00000000000007,SN190007,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050007,Zero Emission,2023-01-01,2023-01-13,2023-02-01,37626,0.0,2024-10-01,Collision,940.00,Up to date,,2,485,660,OWN-00197,EU-WE,FR,SC-STU,184
WBA00000000000175,SN150175,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050175,Zero Emission,2023-01-01,2023-01-20,2023-01-19,131611,0.0,,,0.00,Partial,,3,485,660,OWN-00198,EU-WE,CH,SC-BER,122
WBA00000000000176,SN170176,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050176,Zero Emission,2023-01-01,2023-02-10,2023-01-28,190994,0.0,,,0.00,Partial,Open,2,485,660,OWN-00199,EU-DE,DE,SC-FRA,64
WBA00000000000153,SN160153,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050153,Zero Emission,2023-01-01,2023-01-18,2023-02-17,143096,0.0,,,0.00,Partial,,1,485,660,OWN-00200,EU-DE,DE,SC-FRA,177
WBA00000000000081,SN160081,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050081,Zero Emission,2023-01-01,2023-01-30,2023-02-07,138029,0.0,2025-05-28,Minor,5726.00,Up to date,Closed,3,485,660,OWN-00201,EU-DE,DE,SC-LEI,116
WBA00000000000058,SN170058,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050058,Zero Emission,2023-01-01,2023-02-15,2023-02-18,216497,0.0,,,0.00,Partial,,2,485,660,OWN-00202,EU-WE,NL,SC-LEI,98
WBA00000000000275,SN200275,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050275,Zero Emission,2023-01-01,2023-01-24,2023-02-23,71627,0.0,,,0.00,Partial,Open,1,485,660,OWN-00203,EU-DE,DE,SC-FRA,72
WBA00000000000284,SN210284,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050284,Zero Emission,2023-01-01,2023-01-29,2023-02-01,68225,0.0,,,0.00,Up to date,,2,485,660,OWN-00204,EU-WE,CH,SC-STU,88
WBA00000000000260,SN200260,i7 M70 xDrive,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050260,Zero Emission,2023-01-01,2023-02-04,2023-01-11,70420,0.0,,,0.00,Partial,,1,485,660,OWN-00161,EU-DE,DE,SC-MUN,167
WBA00000000000015,SN190015,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050015,Zero Emission,2023-01-01,2023-01-17,2023-02-01,70923,0.0,,,0.00,Up to date,,2,230,313,OWN-00206,EU-WE,CH,SC-MUN,57
WBA00000000000243,SN220243,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050243,Zero Emission,2023-01-01,2023-01-24,2023-01-23,108481,0.0,,,0.00,Partial,,1,230,313,OWN-00207,EU-DE,DE,SC-FRA,193
WBA00000000000256,SN230256,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050256,Zero Emission,2023-03-30,2023-04-10,2023-05-07,95230,0.0,2025-03-27,Rear-end,6027.00,Up to date,Open,0,230,313,OWN-00208,EU-WE,NL,SC-MIA,80
WBA00000000000267,SN160267,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050267,Zero Emission,2023-01-01,2023-01-09,2023-02-23,217788,0.0,,,0.00,Partial,Closed,0,230,313,OWN-00209,EU-DE,DE,SC-FRA,66
WBA00000000000001,SN160001,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050001,Zero Emission,2023-01-01,2023-02-07,2023-01-11,214084,0.0,2024-05-09,Collision,862.00,Up to date,,3,230,313,OWN-00210,EU-DE,DE,SC-COL,189
WBA00000000000133,SN220133,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050133,Zero Emission,2023-01-01,2023-01-12,2023-02-11,74900,0.0,2023-08-24,Vandalism,5080.00,Up to date,,2,230,313,OWN-00211,EU-DE,DE,SC-COL,21
WBA00000000000051,SN150051,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050051,Zero Emission,2023-01-01,2023-02-01,2023-01-28,197606,0.0,,,0.00,Up to date,,2,230,313,OWN-00212,EU-WE,CH,SC-MUN,171
WBA00000000000208,SN230208,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050208,Zero Emission,2023-02-02,2023-03-14,2023-02-14,77139,0.0,,,0.00,Up to date,Open,1,230,313,OWN-00213,EU-DE,DE,SC-HAM,11
WBA00000000000251,SN180251,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050251,Zero Emission,2023-01-01,2023-01-15,2023-02-10,86447,0.0,2025-07-24,Vandalism,1999.00,Up to date,Open,0,230,313,OWN-00214,EU-DE,DE,SC-BER,120
WBA00000000000105,SN190105,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050105,Zero Emission,2023-01-01,2023-01-18,2023-02-06,71580,0.0,2024-01-10,Minor,4480.00,Up to date,,0,230,313,OWN-00215,EU-DE,DE,SC-FRA,130
WBA00000000000022,SN160022,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050022,Zero Emission,2023-01-01,2023-01-08,2023-01-14,100442,0.0,,,0.00,Up to date,Closed,0,230,313,OWN-00021,EU-WE,AT,SC-FRA,187
WBA00000000000240,SN190240,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050240,Zero Emission,2023-01-01,2023-01-21,2023-02-23,104564,0.0,,,0.00,Partial,,1,230,313,OWN-00217,EU-DE,DE,SC-COL,46
WBA00000000000122,SN160122,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050122,Zero Emission,2023-01-01,2023-02-13,2023-01-26,163182,0.0,,,0.00,Up to date,Closed,1,230,313,OWN-00169,EU-DE,DE,SC-STU,174
WBA00000000000129,SN190129,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050129,Zero Emission,2023-01-01,2023-01-11,2023-03-02,17926,0.0,,,0.00,Up to date,,0,230,313,OWN-00219,EU-DE,DE,SC-STU,38
WBA00000000000220,SN180220,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050220,Zero Emission,2023-01-01,2023-01-27,2023-02-05,208548,0.0,,,0.00,Up to date,,0,230,313,OWN-00220,EU-DE,DE,SC-STU,206
WBA00000000000027,SN170027,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050027,Zero Emission,2023-01-01,2023-02-02,2023-02-25,138716,0.0,,,0.00,Partial,Closed,0,230,313,OWN-00221,EU-DE,DE,SC-BER,84
WBA00000000000264,SN160264,iX1 xDrive30 (U11 LCI),Regensburg,Dual-motor electric (Gen5),Electric,Automatic,CH0000050264,Zero Emission,2023-01-01,2023-02-14,2023-02-23,100188,0.0,,,0.00,Up to date,Closed,3,230,313,OWN-00222,EU-DE,DE,SC-FRA,153
WBA00000000000119,SN220119,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050119,EURO 6e-bis,2024-01-01,2024-01-11,2024-02-21,113532,9.3,,,0.00,Partial,,1,293,398,OWN-00223,US-EAST,US-NY,SC-NYC,168
WBA00000000000106,SN210106,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050106,EURO 6e-bis,2024-01-01,2024-02-06,2024-01-23,67554,9.5,,,0.00,Up to date,Closed,2,293,398,OWN-00224,US-EAST,US-NY,SC-NYC,69
WBA00000000000192,SN240192,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050192,EURO 6e-bis,2024-05-26,2024-07-10,2024-06-09,11988,10.8,2025-01-06,Rear-end,2008.00,Up to date,Closed,1,293,398,OWN-00225,US-EAST,US-NY,SC-NYC,8
WBA00000000000127,SN170127,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050127,EURO 6e-bis,2024-01-01,2024-01-13,2024-01-13,165871,10.5,,,0.00,Up to date,,1,293,398,OWN-00226,US-EAST,US-GA,SC-NYC,16
WBA00000000000159,SN210159,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050159,EURO 6e-bis,2024-01-01,2024-01-31,2024-02-10,91144,10.7,,,0.00,Partial,Open,1,293,398,OWN-00227,US-WEST,US-CA,SC-LAX,26
WBA00000000000045,SN230045,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050045,EURO 6e-bis,2024-01-01,2024-01-21,2024-02-08,84555,8.1,,,0.00,Up to date,,1,293,398,OWN-00228,US-WEST,US-CA,SC-LAX,116
WBA00000000000270,SN190270,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050270,EURO 6e-bis,2024-01-01,2024-01-22,2024-02-07,49987,8.9,,,0.00,Partial,Open,1,293,398,OWN-00067,US-EAST,US-FL,SC-MIA,132
WBA00000000000005,SN180005,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050005,EURO 6e-bis,2024-01-01,2024-02-03,2024-01-28,145559,7.5,,,0.00,Up to date,Closed,2,293,398,OWN-00230,US-WEST,US-CA,SC-LAX,26
WBA00000000000233,SN190233,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050233,EURO 6e-bis,2024-01-01,2024-01-26,2024-02-29,116799,9.7,,,0.00,Up to date,,0,293,398,OWN-00092,US-CTRL,US-SC,SC-SPB,170
WBA00000000000239,SN160239,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050239,EURO 6e-bis,2024-01-01,2024-01-11,2024-02-20,211195,10.0,,,0.00,Partial,,2,293,398,OWN-00232,US-WEST,US-CA,SC-LAX,39
WBA00000000000118,SN210118,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050118,EURO 6e-bis,2024-01-01,2024-01-08,2024-02-29,79650,8.7,,,0.00,Up to date,,0,293,398,OWN-00233,US-WEST,US-CA,SC-LAX,77
WBA00000000000167,SN200167,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050167,EURO 6e-bis,2024-01-01,2024-02-01,2024-01-19,49552,8.9,,,0.00,Partial,Open,1,293,398,OWN-00234,US-EAST,US-GA,SC-NYC,28
WBA00000000000158,SN190158,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050158,EURO 6e-bis,2024-01-01,2024-01-14,2024-01-31,60678,8.7,,,0.00,Up to date,Open,0,293,398,OWN-00235,US-EAST,US-MA,SC-NYC,162
WBA00000000000004,SN210004,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050004,EURO 6e-bis,2024-01-01,2024-01-10,2024-01-26,51694,10.1,,,0.00,Up to date,,0,293,398,OWN-00236,US-EAST,US-NY,SC-NYC,180
WBA00000000000209,SN190209,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050209,EURO 6e-bis,2024-01-01,2024-01-29,2024-02-25,80614,10.4,,,0.00,Up to date,Open,2,293,398,OWN-00237,US-CTRL,US-SC,SC-SPB,155
WBA00000000000293,SN250293,X3 M50 xDrive (G45),Spartanburg,I6 turbo (B58),Petrol,Automatic,CH0000050293,EURO 6e-bis,2025-11-03,2025-12-17,2025-11-21,13474,8.3,2025-12-31,Minor,7710.00,Up to date,,1,293,398,OWN-00224,US-EAST,US-NY,SC-NYC,69
WBA00000000000288,SN170288,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050288,Zero Emission,2021-01-01,2021-02-02,2021-02-28,228782,0.0,,,0.00,Partial,Open,1,397,540,OWN-00239,EU-WE,NL,SC-NYC,121
WBA00000000000072,SN170072,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050072,Zero Emission,2021-01-01,2021-01-23,2021-01-24,137259,0.0,,,0.00,Up to date,Open,3,397,540,OWN-00240,EU-DE,DE,SC-REG,170
WBA00000000000024,SN170024,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050024,Zero Emission,2021-01-01,2021-02-09,2021-01-28,174069,0.0,,,0.00,Up to date,,0,397,540,OWN-00241,EU-DE,DE,SC-BER,97
WBA00000000000113,SN160113,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050113,Zero Emission,2021-01-01,2021-01-28,2021-02-13,60285,0.0,,,0.00,Partial,Open,3,397,540,OWN-00242,EU-DE,DE,SC-HAM,49
WBA00000000000168,SN150168,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050168,Zero Emission,2021-01-01,2021-02-03,2021-01-12,82030,0.0,,,0.00,Up to date,,0,397,540,OWN-00243,EU-WE,CH,SC-BER,81
WBA00000000000070,SN170070,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050070,Zero Emission,2021-01-01,2021-01-10,2021-01-13,211152,0.0,2023-12-26,Rear-end,651.00,Up to date,,2,397,540,OWN-00244,EU-DE,DE,SC-COL,124
WBA00000000000078,SN240078,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050078,Zero Emission,2024-06-15,2024-07-26,2024-07-14,7892,0.0,,,0.00,Partial,,1,397,540,OWN-00074,US-EAST,US-FL,SC-MIA,138
WBA00000000000108,SN170108,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050108,Zero Emission,2021-01-01,2021-02-14,2021-02-28,149468,0.0,,,0.00,Partial,,1,397,540,OWN-00246,EU-WE,FR,SC-REG,139
WBA00000000000021,SN210021,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050021,Zero Emission,2021-03-06,2021-03-13,2021-04-19,42294,0.0,,,0.00,Partial,Open,1,397,540,OWN-00247,EU-DE,DE,SC-BER,113
WBA00000000000019,SN150019,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050019,Zero Emission,2021-01-01,2021-01-12,2021-01-19,70527,0.0,2023-03-28,Collision,3417.00,Up to date,Open,3,397,540,OWN-00156,US-EAST,US-MA,SC-NYC,145
WBA00000000000143,SN200143,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050143,Zero Emission,2021-01-01,2021-02-15,2021-01-16,19899,0.0,,,0.00,Up to date,Open,0,397,540,OWN-00249,EU-WE,FR,SC-BER,168
WBA00000000000162,SN180162,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050162,Zero Emission,2021-01-01,2021-01-11,2021-02-13,238403,0.0,,,0.00,Partial,,1,397,540,OWN-00250,EU-DE,DE,SC-STU,76
WBA00000000000238,SN190238,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050238,Zero Emission,2021-01-01,2021-01-08,2021-02-22,82724,0.0,,,0.00,Up to date,Open,2,397,540,OWN-00251,EU-NE,GB,SC-FRA,120
WBA00000000000087,SN170087,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050087,Zero Emission,2021-01-01,2021-02-07,2021-01-23,164305,0.0,2023-11-23,Rear-end,4043.00,Up to date,Closed,1,397,540,OWN-00252,EU-DE,DE,SC-HAM,15
WBA00000000000223,SN170223,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050223,Zero Emission,2021-01-01,2021-02-12,2021-01-24,127166,0.0,2021-09-06,Collision,710.00,Up to date,,3,397,540,OWN-00253,EU-WE,BE,SC-SPB,69
WBA00000000000003,SN170003,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050003,Zero Emission,2021-01-01,2021-02-05,2021-02-13,126426,0.0,,,0.00,Up to date,Open,1,397,540,OWN-00254,EU-DE,DE,SC-COL,149
WBA00000000000292,SN180292,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050292,Zero Emission,2021-01-01,2021-01-28,2021-01-26,105266,0.0,2023-11-25,Minor,3186.00,Up to date,Closed,2,397,540,OWN-00255,EU-DE,DE,SC-HAM,126
WBA00000000000060,SN170060,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050060,Zero Emission,2021-01-01,2021-01-20,2021-02-13,84633,0.0,,,0.00,Up to date,Open,3,397,540,OWN-00256,EU-WE,AT,SC-CHI,47
WBA00000000000117,SN160117,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050117,Zero Emission,2021-01-01,2021-01-27,2021-02-01,66560,0.0,,,0.00,Partial,,2,397,540,OWN-00257,EU-WE,CH,SC-FRA,138
WBA00000000000157,SN220157,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050157,Zero Emission,2022-01-21,2022-02-08,2022-03-07,119160,0.0,2025-09-09,Rear-end,1794.00,Partial,Closed,1,397,540,OWN-00258,EU-DE,DE,SC-BER,128
WBA00000000000237,SN230237,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050237,Zero Emission,2023-01-15,2023-02-03,2023-02-14,119228,0.0,,,0.00,Up to date,Open,0,397,540,OWN-00259,EU-WE,NL,SC-MUN,106
WBA00000000000002,SN150002,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050002,Zero Emission,2021-01-01,2021-01-15,2021-02-17,73913,0.0,,,0.00,Up to date,,0,397,540,OWN-00260,EU-WE,BE,SC-DAL,199
WBA00000000000189,SN230189,iX M60,Dingolfing,Dual-motor electric (Gen5),Electric,Automatic,CH0000050189,Zero Emission,2023-08-16,2023-08-28,2023-10-11,10658,0.0,,,0.00,Up to date,Open,1,397,540,OWN-00261,EU-WE,IT,SC-HAM,78
WBA00000000000052,SN200052,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050052,Zero Emission,2021-01-01,2021-01-17,2021-01-22,110203,0.0,,,0.00,Partial,,1,400,544,OWN-00262,EU-WE,IT,SC-REG,95
WBA00000000000185,SN210185,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050185,Zero Emission,2021-05-03,2021-05-21,2021-06-27,68285,0.0,2022-08-05,Collision,7723.00,Up to date,,0,400,544,OWN-00263,EU-WE,NL,SC-FRA,218
WBA00000000000088,SN160088,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050088,Zero Emission,2021-01-01,2021-01-09,2021-01-19,144134,0.0,,,0.00,Up to date,Closed,1,400,544,OWN-00214,EU-DE,DE,SC-BER,120
WBA00000000000028,SN180028,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050028,Zero Emission,2021-01-01,2021-02-14,2021-02-11,70741,0.0,,,0.00,Partial,,1,400,544,OWN-00265,EU-WE,BE,SC-MIA,176
WBA00000000000252,SN150252,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050252,Zero Emission,2021-01-01,2021-01-24,2021-02-26,146525,0.0,2022-02-04,Minor,4348.00,Up to date,Open,1,400,544,OWN-00266,EU-DE,DE,SC-BER,145
WBA00000000000255,SN170255,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050255,Zero Emission,2021-01-01,2021-01-16,2021-01-19,232042,0.0,,,0.00,Up to date,Open,3,400,544,OWN-00267,EU-DE,DE,SC-REG,124
WBA00000000000057,SN210057,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050057,Zero Emission,2021-09-01,2021-09-16,2021-10-09,119280,0.0,,,0.00,Up to date,,2,400,544,OWN-00268,EU-WE,IT,SC-STU,186
WBA00000000000111,SN160111,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050111,Zero Emission,2021-01-01,2021-02-08,2021-02-07,214667,0.0,,,0.00,Up to date,,1,400,544,OWN-00269,EU-DE,DE,SC-STU,206
WBA00000000000147,SN230147,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050147,Zero Emission,2023-05-08,2023-06-18,2023-06-22,76191,0.0,,,0.00,Up to date,,0,400,544,OWN-00270,EU-DE,DE,SC-BER,188
WBA00000000000138,SN250138,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050138,Zero Emission,2025-07-14,2025-08-03,2025-09-02,5960,0.0,,,0.00,Up to date,,1,400,544,OWN-00271,EU-DE,DE,SC-REG,177
WBA00000000000151,SN160151,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050151,Zero Emission,2021-01-01,2021-02-08,2021-02-04,186540,0.0,,,0.00,Partial,,3,400,544,OWN-00272,EU-WE,AT,SC-MUN,134
WBA00000000000287,SN200287,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050287,Zero Emission,2021-01-01,2021-02-15,2021-02-07,63603,0.0,,,0.00,Up to date,,0,400,544,OWN-00273,EU-DE,DE,SC-LEI,33
WBA00000000000090,SN180090,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050090,Zero Emission,2021-01-01,2021-01-25,2021-02-24,234794,0.0,,,0.00,Partial,Open,1,400,544,OWN-00274,EU-DE,DE,SC-HAM,142
WBA00000000000074,SN210074,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050074,Zero Emission,2021-07-22,2021-08-06,2021-09-13,95748,0.0,,,0.00,Partial,,1,400,544,OWN-00275,EU-DE,DE,SC-MUN,112
WBA00000000000247,SN220247,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050247,Zero Emission,2022-08-15,2022-08-27,2022-10-02,51561,0.0,2023-07-10,Collision,4252.00,Up to date,,0,400,544,OWN-00276,EU-DE,DE,SC-HAM,128
WBA00000000000006,SN190006,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050006,Zero Emission,2021-01-01,2021-01-12,2021-02-15,68119,0.0,,,0.00,Up to date,Closed,0,400,544,OWN-00277,EU-DE,DE,SC-LEI,167
WBA00000000000086,SN230086,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050086,Zero Emission,2023-03-17,2023-04-11,2023-04-25,114803,0.0,,,0.00,Partial,,1,400,544,OWN-00278,EU-WE,AT,SC-HAM,92
WBA00000000000034,SN170034,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050034,Zero Emission,2021-01-01,2021-02-07,2021-01-12,81269,0.0,,,0.00,Up to date,,3,400,544,OWN-00279,EU-WE,IT,SC-DAL,105
WBA00000000000064,SN220064,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050064,Zero Emission,2022-04-04,2022-04-11,2022-04-21,112826,0.0,,,0.00,Up to date,Closed,2,400,544,OWN-00280,EU-WE,AT,SC-LAX,202
WBA00000000000152,SN160152,i4 M50 (G26 LCI),Munich,Dual-motor electric (Gen5),Electric,Automatic,CH0000050152,Zero Emission,2021-01-01,2021-01-20,2021-01-12,197962,0.0,,,0.00,Up to date,,1,400,544,OWN-00281,EU-WE,NL,SC-COL,166
